owner,repo_name,owner_type,fork,homepage,size,stars_cnt,language,forks_count,topics,created_at
voidism,Lookback-Lens,User,False,https://arxiv.org/abs/2407.07071,23437.0,120.0,Python,7.0,"['factuality', 'hallucination-detection', 'hallucinations', 'large-language-models', 'text-generation']",2024-07-08T01:24:17Z
scutcyr,SoulChat2.0,User,False,,5530.0,129.0,Python,10.0,"['llm', 'mental-health', 'psychological-consultant-digital-twin', 'psychology']",2024-08-30T03:41:23Z
saidwivedi,TokenHMR,User,False,https://tokenhmr.is.tue.mpg.de,22947.0,280.0,Python,21.0,"['3d-human-reconstruction', '3d-human-shape-and-pose-estimation', 'human-pose-estimation']",2024-03-26T09:45:39Z
ziyc,drivestudio,User,False,https://ziyc.github.io/omnire/,717.0,811.0,Python,85.0,[],2024-08-29T03:06:32Z
ZiyuGuo99,SAM2Point,User,False,https://sam2point.github.io/,38168.0,317.0,Python,15.0,[],2024-08-25T09:59:17Z
gomate-community,TrustRAG,Organization,False,,64360.0,836.0,Python,89.0,"['deep-research', 'deep-search', 'rag', 'retrieval-augmented-generation']",2024-02-04T08:51:12Z
CUHK-AIM-Group,U-KAN,Organization,False,https://yes-u-kan.github.io/,2641.0,390.0,Python,56.0,[],2024-06-04T03:29:46Z
jishengpeng,WavTokenizer,User,False,,399.0,1112.0,Python,87.0,"['acoustic', 'audio-representation', 'codec', 'dac', 'encodec', 'gpt4o', 'music-representation-learning', 'semantic', 'soundstream', 'speech-language-model', 'speech-representation', 'text-to-speech']",2024-08-29T13:45:44Z
fumiama,Retrieval-based-Voice-Conversion-WebUI,User,False,,15449.0,231.0,Python,26.0,"['audio-analysis', 'audio-processing', 'conversion', 'converter', 'rmvpe', 'rvc', 'rvc-project', 'vc', 'voice', 'voice-changer', 'voice-conversion', 'voicechanger', 'voicecloning', 'voiceconversion']",2024-06-05T08:38:38Z
Zefan-Cai,KVCache-Factory,User,False,,200335.0,1015.0,Python,132.0,"['kv-cache', 'kv-cache-compression', 'llm']",2024-06-05T08:02:23Z
THUDM,GLM-4,Organization,False,,50177.0,6304.0,Python,543.0,"['chatglm', 'chatglm-6b', 'glm', 'glm-4', 'glm4']",2024-05-15T05:17:08Z
HKUDS,XRec,Organization,False,http://arxiv.org/abs/2406.02377,192031.0,149.0,Python,18.0,"['explainable-ai', 'large-language-models', 'recommender-systems']",2024-06-02T13:37:42Z
HKoon,ChatTTS-OpenVoice,User,False,https://huggingface.co/spaces/Hilley/ChatTTS-OpenVoice,76.0,431.0,Python,55.0,"['chattts', 'openvoice', 'tts', 'voice-clone', 'voice-cloning']",2024-06-05T04:07:55Z
weihao1115,cat-sam,User,False,,682.0,124.0,Python,9.0,[],2024-02-07T13:15:56Z
Caiyun-AI,DCFormer,User,False,,3785.0,198.0,Python,15.0,[],2024-05-11T09:15:18Z
twke18,SPML,User,False,https://twke18.github.io/projects/spml.html,7225.0,103.0,Python,26.0,"['computer-vision', 'deep-learning', 'metric-learning', 'semantic-segmentation', 'weakly-supervised-learning']",2021-03-22T16:28:37Z
aihacker111,Efficient-Live-Portrait,User,False,,177118.0,160.0,Python,16.0,[],2024-07-09T10:42:36Z
Chongjie-Si,Subspace-Tuning,User,False,https://arxiv.org/abs/2407.05417,55869.0,138.0,Python,7.0,"['adapter', 'commonsense-reasoning', 'glue', 'llama', 'llama2-7b', 'llama3-8b', 'lora', 'lora-dash', 'low-rank-adaptation', 'natural-language-generation', 'natural-language-processing', 'natural-language-understanding', 'parameter-efficient-fine-tuning', 'pretrained-models', 'soft-prompt-tuning', 'subject-driven-generation', 'subspace-tuning']",2024-07-06T11:44:15Z
docling-project,docling,Organization,False,https://docling-project.github.io/docling,76190.0,27928.0,Python,1701.0,"['ai', 'convert', 'document-parser', 'document-parsing', 'documents', 'docx', 'html', 'markdown', 'pdf', 'pdf-converter', 'pdf-to-json', 'pdf-to-text', 'pptx', 'tables', 'xlsx']",2024-07-09T07:50:26Z
docling-project,docling-ibm-models,Organization,False,,3626.0,103.0,Python,18.0,[],2024-07-12T15:43:49Z
Zhaozixiang1228,MMIF-EMMA,User,False,,8926.0,118.0,Python,6.0,[],2024-03-19T21:57:31Z
jy0205,Pyramid-Flow,User,False,https://pyramid-flow.github.io/,951.0,2899.0,Python,287.0,"['diffusion-models', 'flow-matching', 'video-generation']",2024-10-06T13:06:31Z
snap-research,MyVLM,Organization,False,https://snap-research.github.io/MyVLM/,49642.0,168.0,Python,11.0,"['personalization', 'vision-language-models']",2024-03-20T21:06:57Z
wzdavid,ThinkRAG,User,False,https://thinkrag.streamlit.app/,8356.0,217.0,Python,31.0,"['baai', 'chatbot', 'chromadb', 'deepseek', 'elasticsearch', 'embedding', 'hybrid-search', 'knowledgebase', 'lancedb', 'langchain', 'laptop', 'llamaindex', 'moonshot', 'ollama', 'openai', 'rag', 'reranking', 'retrieval-augmented-generation', 'streamlit', 'zhipuai']",2024-07-15T07:20:24Z
chengxuxin,expressive-humanoid,User,False,https://expressive-humanoid.github.io/,186756.0,346.0,Python,26.0,"['human-motion', 'imitation-learning', 'reinforcement-learning', 'sim-to-real']",2024-07-14T21:20:06Z
cvlab-kaist,GaussianTalker,User,False,,159052.0,341.0,Python,46.0,[],2024-04-24T15:34:46Z
jackboyla,GLiREL,User,False,https://arxiv.org/abs/2501.03172,6308.0,203.0,Python,14.0,"['bert', 'information-extraction', 'natural-language-processing', 'relation-extraction', 'zero-shot-learning']",2024-04-25T10:10:50Z
jacobdunefsky,transcoder_circuits,User,False,,12046.0,101.0,Jupyter Notebook,16.0,[],2024-04-25T08:40:15Z
PeterH0323,Streamer-Sales,User,False,https://openxlab.org.cn/apps/detail/HinGwenWong/Streamer-Sales,71925.0,3175.0,Python,492.0,"['asr', 'chat', 'chat-application', 'chatbot', 'chatgpt', 'digital-human', 'gpt', 'internlm-chat-7b', 'internlm2', 'llm', 'meta-human', 'rag', 'text-generation', 'tts']",2024-04-05T03:26:27Z
NVlabs,MambaVision,Organization,False,https://arxiv.org/abs/2407.08083,712.0,1308.0,Python,68.0,"['deep-learning', 'foundation-models', 'huggingface-transformers', 'hybrid-models', 'image-classification', 'instance-segmentation', 'mamba', 'object-detection', 'self-attention', 'semantic-segmentation', 'transformers', 'vision-transformer', 'visual-recognition']",2024-06-10T17:46:08Z
OpenGVLab,PonderV2,Organization,False,https://arxiv.org/abs/2310.08586,894.0,339.0,Python,8.0,"['3d-vision', 'foundation-models', 'pretraining']",2023-10-13T12:57:00Z
Snowflake-Labs,sf-samples,Organization,False,,324063.0,181.0,,209.0,"['samples', 'snowflake', 'tutorials']",2021-08-04T15:04:56Z
zrealli,TIGIC,User,False,https://zrealli.github.io/TIGIC,12783.0,140.0,Python,4.0,[],2024-07-13T13:17:36Z
Lxiangyue,GenN2N,User,False,,12038.0,100.0,Python,6.0,[],2024-03-24T15:11:15Z
PKU-Alignment,align-anything,Organization,False,https://arxiv.org/abs/2412.15838,113775.0,3437.0,Jupyter Notebook,402.0,"['chameleon', 'dpo', 'large-language-models', 'multimodal', 'rlhf', 'vision-language-model']",2024-07-14T11:05:19Z
TIGER-AI-Lab,VLM2Vec,Organization,False,https://tiger-ai-lab.github.io/VLM2Vec/,9569.0,194.0,Python,13.0,"['language-model', 'rag', 'retrieval', 'vlm']",2024-10-07T15:14:52Z
adobe-research,VideoDoodles,Organization,False,,1407.0,414.0,Python,27.0,[],2024-02-28T23:11:05Z
Azure-Samples,AI-Gateway,Organization,False,https://aka.ms/ai-gateway,71416.0,545.0,Jupyter Notebook,185.0,"['agents', 'apimanagement', 'autogen', 'azure', 'foundry', 'genai', 'mcp', 'mcp-server', 'openai', 'openai-api']",2024-04-03T10:56:50Z
smthemex,ComfyUI_EchoMimic,User,False,,128796.0,608.0,Python,67.0,[],2024-07-13T02:44:54Z
aplesner,Breaking-reCAPTCHAv2,User,False,,29588.0,336.0,Python,50.0,[],2024-04-22T08:24:15Z
yfzhang114,SliME,User,False,,4735.0,155.0,Python,7.0,[],2024-06-02T02:23:28Z
Stability-AI,sd3.5,Organization,False,,876.0,1138.0,Python,96.0,[],2024-10-09T01:40:18Z
microsoft,BitBLAS,Organization,False,,138672.0,591.0,Python,46.0,[],2024-02-23T08:50:03Z
opendatalab,UniMERNet,Organization,False,https://huggingface.co/spaces/opendatalab/UniMERNet-Demo,18787.0,308.0,Python,29.0,[],2024-04-23T12:55:33Z
Open-Source-O1,Open-O1,Organization,False,,35476.0,1355.0,Python,53.0,[],2024-10-02T03:04:02Z
UnicomAI,Unichat-llama3-Chinese,User,False,,243.0,348.0,Python,36.0,[],2024-04-19T06:52:54Z
ddean2009,MoneyPrinterPlus,User,False,,111358.0,3862.0,Python,756.0,[],2024-05-09T08:52:57Z
jbilcke-hf,FacePoke,User,False,https://huggingface.co/spaces/jbilcke-hf/FacePoke,1110.0,870.0,JavaScript,91.0,[],2024-10-04T23:28:29Z
openai,mle-bench,Organization,False,https://openai.com/index/mle-bench/,758.0,679.0,Python,92.0,[],2024-10-08T17:07:40Z
CleanDiffuserTeam,CleanDiffuser,Organization,False,,20715.0,559.0,Jupyter Notebook,49.0,[],2024-06-05T04:09:01Z
lovelyqian,CDFSOD-benchmark,User,False,,20614.0,133.0,Python,11.0,[],2024-07-08T12:43:33Z
ghdtjr,A-LLMRec,User,False,,22.0,116.0,Python,23.0,[],2024-02-08T10:57:39Z
dcharatan,flowmap,User,False,https://cameronosmith.github.io/flowmap/,4336.0,934.0,Python,89.0,[],2024-04-22T22:10:49Z
cdiddy77,react-native-llm-mediapipe,User,False,,1630.0,134.0,TypeScript,9.0,[],2024-04-21T23:14:04Z
arvindrajan92,DTrOCR,User,False,,807.0,158.0,Python,18.0,"['decoder', 'dtrocr', 'ocr', 'pytorch', 'recognition', 'text-recognition', 'transformer']",2024-07-13T01:40:53Z
princeton-nlp,HELMET,Organization,False,https://arxiv.org/abs/2410.02694,28943.0,135.0,Jupyter Notebook,20.0,[],2024-10-03T14:53:21Z
lucidrains,nGPT-pytorch,User,False,,36075.0,279.0,Python,21.0,"['artificial-intelligence', 'cosine-normalization', 'deep-learning', 'hypersphere', 'normalization', 'transformers']",2024-10-08T13:21:44Z
mradovic38,football_analysis,User,False,,396841.0,121.0,Jupyter Notebook,25.0,"['computer-vision', 'deep-learning', 'football-analysis', 'machine-learning', 'python', 'sports-analytics', 'yolo', 'yolo11']",2024-07-09T16:30:33Z
AIGText,Glyph-ByT5,Organization,False,https://glyph-byt5.github.io/,64426.0,569.0,Jupyter Notebook,28.0,[],2024-03-15T01:20:28Z
wei-potato,Train-llm-from-scratch,User,False,,508.0,152.0,Python,20.0,[],2024-06-29T03:09:42Z
apple,corenet,Organization,False,,4194.0,7007.0,Jupyter Notebook,544.0,[],2024-04-18T16:52:40Z
cilinyan,VISA,User,False,http://arxiv.org/abs/2407.11325,24421.0,172.0,Python,5.0,[],2024-07-11T08:23:21Z
VictorZoo,LoD-Loc,User,False,,28591.0,110.0,Python,9.0,[],2024-10-08T09:14:15Z
Open-Deep-ML,DML-OpenProblem,User,False,,21172.0,384.0,HTML,127.0,[],2024-07-12T11:48:14Z
centerforaisafety,wmdp,Organization,False,https://www.wmdp.ai/,657.0,110.0,Jupyter Notebook,31.0,[],2024-02-27T23:05:49Z
AnjieCheng,SpatialRGPT,User,False,https://www.anjiecheng.me/SpatialRGPT,7361.0,174.0,Python,12.0,"['spatial-reasoning', 'vision-language-model']",2024-10-08T08:38:54Z
Concept-Bytes,Jarvis,Organization,False,,828.0,179.0,Python,58.0,[],2024-04-20T00:36:01Z
zyushun,Adam-mini,User,False,,54328.0,406.0,Python,14.0,"['deep-learning', 'large-language-models', 'optimizer']",2024-06-22T12:34:53Z
zhanshijinwat,Steel-LLM,User,False,,54343.0,613.0,Jupyter Notebook,66.0,"['large-language-model', 'llama', 'llm', 'qwen']",2024-03-16T05:16:40Z
LLM360,Analysis360,Organization,False,,7513.0,102.0,Jupyter Notebook,9.0,[],2023-11-18T21:02:22Z
PsyChip,machina,User,False,https://psychip.net,324989.0,756.0,Python,35.0,"['camera', 'llava', 'ollama-api', 'opencv', 'python', 'rtsp', 'yolo']",2024-10-07T22:16:17Z
MultimediaTechLab,YOLO,Organization,False,https://yolo-docs.readthedocs.io/en/latest/?badge=latest,1566.0,1188.0,Python,161.0,[],2024-03-14T00:06:41Z
oneThousand1000,Portrait3D,User,False,https://onethousandwu.com/portrait3d.github.io/,94871.0,163.0,Python,11.0,[],2024-03-25T05:11:32Z
dongtsi,GEAD,User,False,,41542.0,138.0,Python,13.0,[],2024-04-23T13:05:32Z
xufangzhi,ENVISIONS,User,False,,73227.0,107.0,C,3.0,[],2024-04-28T06:05:22Z
JackAILab,ConsistentID,User,False,https://ssugarwh.github.io/consistentid.github.io/,50565.0,956.0,Python,74.0,[],2024-04-15T08:33:46Z
pico-lm,pico-train,Organization,False,https://www.picolm.io,378.0,265.0,Python,15.0,[],2024-09-13T16:54:57Z
baidubce,bce-qianfan-sdk,Organization,False,https://cloud.baidu.com/doc/WENXINWORKSHOP/index.html,78878.0,367.0,Jupyter Notebook,57.0,"['baidu', 'bce', 'chat', 'embeddings', 'ernie-bot', 'finetuning', 'llm', 'lmops', 'maas', 'qianfan']",2023-10-19T04:07:27Z
NVlabs,gbrl,Organization,False,https://nvlabs.github.io/gbrl/,8163.0,108.0,C++,6.0,[],2024-06-02T16:20:40Z
sato-team,Stable-Text-to-Motion-Framework,Organization,False,https://sato-team.github.io/Stable-Text-to-Motion-Framework/,153590.0,105.0,Jupyter Notebook,4.0,"['human-motion-generation', 'multimedia', 'robustness', 'text-to-motion']",2024-04-23T07:25:08Z
flexcompute,tidy3d,Organization,False,https://docs.flexcompute.com/projects/tidy3d/en/latest/,809986.0,254.0,Python,52.0,"['electromagnetics', 'fdtd', 'pydantic', 'python', 'simulation', 'xarray']",2021-08-02T22:04:45Z
Isabella98Liu,DG-Mesh,User,False,https://www.liuisabella.com/DG-Mesh/,319022.0,342.0,Python,11.0,"['3d-vision', '4d-gaussian-splatting', '4d-reconstruction', 'dynamic-reconstruction', 'gaussian-splatting']",2023-12-20T18:45:23Z
sihyun-yu,REPA,User,False,http://sihyun.me/REPA/,7704.0,937.0,Python,44.0,[],2024-10-07T06:33:29Z
VITA-Group,Q-GaLore,Organization,False,,351.0,197.0,Python,16.0,"['large-language-models', 'low-rank', 'memory-efficient-learning', 'quantization']",2024-06-06T23:42:20Z
ZENGYIMING-EAMON,SPCV,User,False,,133066.0,102.0,Cuda,0.0,[],2023-11-10T05:32:18Z
Alexw1111,RefAudioEmoTagger,User,False,,112.0,340.0,Python,21.0,[],2024-03-14T08:28:30Z
prophesee-ai,openeb,Organization,False,https://www.prophesee.ai/metavision-intelligence/,110046.0,191.0,C++,50.0,"['camera-api', 'computer-vision', 'event-based', 'event-based-camera', 'event-camera', 'neuromorphic', 'neuromorphic-computing', 'neuromorphic-engineering', 'sdk']",2021-03-23T09:31:38Z
EnVision-Research,OmniBooth,Organization,False,,4441.0,130.0,Python,4.0,[],2024-10-01T02:48:40Z
RoyChao19477,SEMamba,User,False,,19280.0,190.0,Python,22.0,[],2024-05-10T08:59:06Z
brentyi,egoallo,User,False,,24615.0,183.0,Python,16.0,[],2024-09-23T19:27:50Z
snap-stanford,stark,Organization,False,https://stark.stanford.edu/,9210.0,307.0,Python,38.0,"['graph', 'information-retrieval', 'knowledge-base', 'llm', 'multimodal', 'nlp', 'semi-structured-data']",2024-04-22T17:56:26Z
cqylunlun,GLASS,User,False,,8409.0,266.0,Python,43.0,[],2023-11-02T04:59:30Z
bcmi,MureObjectStitch-Image-Composition,Organization,False,,29812.0,127.0,Python,1.0,[],2024-09-05T06:02:23Z
Blaizzy,mlx-vlm,User,False,,35353.0,1198.0,Python,111.0,"['apple-silicon', 'florence2', 'idefics', 'llava', 'llm', 'local-ai', 'mlx', 'molmo', 'paligemma', 'pixtral', 'vision-framework', 'vision-language-model', 'vision-transformer']",2024-04-16T15:10:12Z
JeremyCJM,DiffSHEG,User,False,https://jeremycjm.github.io/proj/DiffSHEG/,8339.0,147.0,Python,11.0,"['cvpr24', 'diffusion-models', 'expression-generation', 'gesture-generation']",2024-04-14T13:07:25Z
bytedance,MoMA,Organization,False,,37376.0,224.0,Jupyter Notebook,18.0,['research'],2024-04-22T16:31:57Z
Azure,azure-search-vector-samples,Organization,False,https://azure.microsoft.com/products/search,240179.0,822.0,Jupyter Notebook,353.0,"['azure', 'azurecognitivesearch', 'embeddings', 'vector', 'vector-search']",2023-04-19T22:39:29Z
timeplus-io,proton,Organization,False,https://timeplus.com,489083.0,1770.0,C++,81.0,"['analytics', 'clickhouse', 'confluent', 'cpp', 'flink-alternative', 'high-performance', 'iceberg', 'kakfa', 'ksqldb-alternative', 'redpanda', 'simd', 'single-binary', 'sql', 'stream-processing', 'streaming-sql', 'udf']",2023-08-14T03:11:43Z
OlimpiadaAI,I-OlimpiadaAI,User,False,,78278.0,123.0,Jupyter Notebook,12.0,[],2024-04-22T16:23:31Z
MAC-VO,MAC-VO,Organization,False,https://mac-vo.github.io/,20615.0,174.0,Python,7.0,"['computer-vision', 'slam-algorithms', 'visual-odometry']",2024-09-23T23:48:25Z
huggingface,jat,Organization,False,,940.0,179.0,Python,13.0,[],2022-11-25T11:00:06Z
PrimeIntellect-ai,OpenDiloco,Organization,False,https://arxiv.org/abs/2407.07852,1110.0,486.0,Python,46.0,[],2024-07-10T23:39:12Z
georghess,neurad-studio,User,False,https://research.zenseact.com/publications/neurad/,90931.0,401.0,Python,28.0,[],2023-11-20T14:31:41Z
trustgraph-ai,trustgraph,Organization,False,https://trustgraph.ai,88609.0,367.0,Python,24.0,"['agent-development', 'agent-framework', 'agentic-ai', 'agentic-rag', 'agents', 'ai-agents', 'ai-developer-tools', 'graph-rag', 'graphrag', 'provisioning', 'rag']",2024-07-10T19:14:04Z
jkulhanek,wild-gaussians,User,False,https://wild-gaussians.github.io,5908.0,377.0,Python,27.0,[],2024-07-03T07:42:18Z
hitsz-ids,airda,Organization,False,,933.0,1573.0,Python,263.0,[],2024-01-10T06:23:24Z
taishan1994,Llama3.1-Finetuning,User,False,,163.0,192.0,Python,17.0,"['llama3', 'lora', 'qlora', 'qwen']",2024-04-22T08:16:18Z
mush42,optispeech,User,False,,23100.0,112.0,Python,13.0,"['convnext', 'e2e', 'efficient', 'lightweight', 'pytorch', 'tts']",2024-07-08T10:14:00Z
McGill-NLP,webllama,Organization,False,https://webllama.github.io,1030.0,1398.0,Python,108.0,[],2024-04-19T15:48:09Z
JittorRepos,JDiffusion,User,False,,17595.0,240.0,Python,3.0,"['diffusion-models', 'jittor']",2024-02-05T15:10:59Z
a1600012888,PhysDreamer,User,False,,1045.0,552.0,Python,25.0,[],2024-04-16T22:36:27Z
FoundationVision,Groma,Organization,False,https://groma-mllm.github.io/,14147.0,561.0,Python,44.0,"['foundation-models', 'grounding', 'large-language-models', 'llama', 'llama2', 'llm', 'mllm', 'multimodal', 'vision-language-model']",2024-04-21T08:08:59Z
ServerlessLLM,ServerlessLLM,Organization,False,https://serverlessllm.github.io/,3734.0,458.0,Python,40.0,"['cuda', 'huggingface-transformers', 'large-language-models', 'model-as-a-service', 'model-serving', 'pytorch', 'serverless-inference']",2024-01-23T18:12:30Z
LLMSecurity,HouYi,Organization,False,,36883.0,194.0,Python,33.0,[],2023-08-24T09:19:24Z
zjunlp,EasyInstruct,Organization,False,https://zjunlp.github.io/project/EasyInstruct,19520.0,400.0,Python,37.0,"['api', 'chain-of-thought', 'chatgpt', 'easyinstruct', 'gpt', 'gpt-3', 'in-context-learning', 'instructions', 'knowlm', 'large-language-models', 'llama', 'multimodal', 'prompt', 'prompting', 'pypy-library', 'python', 'reasoning', 'tool']",2023-03-07T06:11:27Z
ystemsrx,Qwen2.5-Sex,User,False,https://huggingface.co/ystemsrx/Qwen2.5-Sex,53.0,120.0,Python,14.0,"['ai', 'erotic', 'fine-tuning', 'porn', 'sensitive', 'text2text']",2024-10-05T18:11:24Z
OATML-Markslab,ProteinGym,Organization,False,https://proteingym.org/,91783.0,295.0,HTML,37.0,"['benchmark', 'computational-biology', 'protein', 'protein-design', 'protein-fitness']",2022-12-15T23:15:36Z
ICTMCG,Make-Your-Anchor,Organization,False,,109828.0,347.0,Python,21.0,"['cvpr', 'cvpr2024', 'human-video-generation']",2024-02-27T10:15:03Z
lllyasviel,Paints-UNDO,User,False,,2171.0,3853.0,Python,359.0,[],2024-07-07T18:41:03Z
e-p-armstrong,augmentoolkit,User,False,,46933.0,1417.0,Python,193.0,[],2023-12-01T13:56:49Z
garibida,ReNoise-Inversion,User,False,https://garibida.github.io/ReNoise-Inversion/,9132.0,228.0,Python,7.0,"['diffusion-models', 'image-editing', 'inversion', 'lcm', 'lcm-lora', 'sdxl-turbo', 'stable-diffusion', 'text-to-image']",2024-03-16T20:27:51Z
microsoft,ADBench,Organization,False,,146178.0,107.0,C++,40.0,[],2015-07-04T16:16:32Z
facebookresearch,ClassyVision,Organization,False,https://classyvision.ai,4759.0,1602.0,Python,275.0,[],2019-09-13T22:54:44Z
fudan-zvg,tet-splatting,Organization,False,https://fudan-zvg.github.io/tet-splatting,248872.0,169.0,Python,3.0,['3d-generation'],2024-06-03T02:31:55Z
s-du,ScribbleArchitect,User,False,,464760.0,103.0,Python,9.0,"['controlnet', 'generative-ai', 'ip-adapter', 'stable-diffusion', 'style-transfer']",2024-04-19T20:32:37Z
lucidrains,e2-tts-pytorch,User,False,,320.0,461.0,Python,44.0,"['artificial-intelligence', 'deep-learning', 'text-to-speech']",2024-07-09T18:39:27Z
lucidrains,PEER-pytorch,User,False,,277.0,123.0,Python,3.0,"['artificial-intelligence', 'deep-learning', 'mixture-of-experts', 'product-key']",2024-07-09T15:46:42Z
DaiShiResearch,TransNeXt,User,False,,7654.0,511.0,Python,21.0,[],2023-09-30T14:44:12Z
